HOLE_ID,FROM,TO,AU_GPT,AG_GPT,AS_PPM
UD0104,144.93,146.92,0.035,0.33,38.0
UD0104,146.92,148.92,0.019,0.21,15.0
UD0104,148.92,150.92,0.005,0.33,7.0
UD0104,150.92,152.92,0.03,2.57,32.0
UD0104,152.92,154.92,0.01,2.42,50.0
UD0104,154.92,156.91,0.005,1.45,25.0
UD0104,156.91,158.91,0.005,0.94,44.0
UD0104,158.91,160.91,0.005,1.72,37.0
UD0104,160.91,162.91,0.018,1.6,90.0
UD0104,162.91,164.91,0.027,2.3,34.0
UD0104,164.91,166.9,0.005,0.63,10.0
UD0104,166.9,168.9,0.015,0.54,19.0
UD0104,168.9,170.9,0.005,0.27,18.0
UD0104,170.9,172.9,0.026,0.33,102.0
UD0104,172.9,174.9,0.005,0.67,14.0
UD0104,174.9,176.89,0.114,4.47,25.0
UD0104,176.89,178.89,0.024,0.57,28.0
UD0104,178.89,180.89,0.264,8.86,97.0
UD0104,180.89,182.89,0.005,0.13,4.0
UD0104,182.89,184.89,0.005,0.5,14.0
UD0104,184.89,186.88,0.015,0.4,18.0
UD0104,186.88,188.88,0.006,0.98,19.0
UD0104,188.88,190.88,0.005,0.83,9.0
UD0104,190.88,192.88,0.006,0.22,16.0
UD0104,192.88,194.88,0.005,1.12,10.0
UD0104,194.88,196.87,0.017,2.04,30.0
UD0104,196.87,198.87,0.012,0.28,17.0
UD0104,198.87,200.87,0.005,0.16,15.0
UD0104,200.87,202.87,0.012,0.17,16.0
UD0104,202.87,204.86,0.02,0.37,10.0
UD0104,204.86,206.86,0.015,0.51,33.0
UD0104,206.86,208.86,0.018,0.37,41.0
UD0104,208.86,210.86,0.082,5.95,156.0
UD0104,210.86,212.86,0.324,18.55,52.0
UD0104,212.86,214.85,0.054,1.19,58.0
UD0104,214.85,216.85,0.011,0.51,40.0
UD0104,216.85,218.85,0.011,0.29,22.0
UD0104,218.85,220.85,0.005,0.26,41.0
UD0104,220.85,222.85,0.005,0.88,26.0
UD0104,222.85,224.84,0.005,0.26,12.0
UD0104,224.84,226.84,0.021,1.59,161.0
UD0104,226.84,228.84,0.006,0.68,12.0
UD0104,228.84,230.84,0.016,0.75,64.0
UD0104,230.84,232.84,0.036,0.29,26.0
UD0104,232.84,234.83,0.005,0.09,5.0
UD0104,234.83,236.83,0.015,1.71,11.0
UD0104,236.83,238.83,0.006,0.26,11.0
UD0104,238.83,240.83,0.005,0.32,11.0
UD0104,240.83,242.83,0.005,1.65,23.0
UD0104,242.83,244.82,0.192,6.15,164.0
UD0104,244.82,246.82,0.068,1.07,41.0
UD0104,246.82,248.82,0.007,0.22,34.0
UD0104,248.82,250.82,0.049,1.28,110.0
UD0104,250.82,252.82,0.027,0.43,27.0
UD0104,252.82,254.81,0.066,0.71,30.0
UD0104,254.81,256.81,0.041,0.34,46.0
UD0104,256.81,258.81,0.005,0.79,12.0
UD0104,258.81,260.81,0.024,0.34,11.0
UD0104,260.81,262.81,0.033,0.7,54.0
UD0104,262.81,264.8,0.033,0.27,32.0
UD0104,264.8,266.8,0.005,0.56,9.0
UD0104,266.8,268.8,0.008,1.05,32.0
UD0104,268.8,270.8,0.005,0.54,25.0
UD0104,270.8,272.8,0.005,0.47,11.0
UD0104,272.8,274.79,0.029,0.3,54.0
UD0104,274.79,276.79,0.006,0.37,21.0
UD0104,276.79,278.79,0.007,0.25,32.0
UD0104,278.79,280.79,0.005,0.49,100.0
UD0104,280.79,282.79,0.009,1.22,66.0
UD0104,282.79,284.78,0.006,0.8,38.0
UD0104,284.78,286.78,0.011,0.5,54.0
UD0104,286.78,288.78,0.005,0.64,23.0
UD0104,288.78,290.78,0.06,0.92,48.0
UD0104,290.78,292.78,0.03,0.29,22.0
UD0104,292.78,294.77,0.005,0.23,3.0
UD0104,294.77,296.77,0.005,0.3,8.0
UD0104,296.77,298.77,0.007,0.14,21.0
UD0104,298.77,300.77,0.074,3.15,82.0
UD0104,300.77,302.77,0.005,0.12,11.0
UD0104,302.77,304.76,0.015,0.8,39.0
UD0104,304.76,306.76,0.025,0.55,18.0
UD0104,306.76,308.76,0.023,0.83,167.0
UD0104,308.76,310.76,0.05,1.26,68.0
UD0104,310.76,312.76,0.039,1.16,62.0
UD0104,312.76,314.75,0.005,0.39,45.0
UD0104,314.75,316.75,0.005,0.52,10.0
UD0104,316.75,318.75,0.027,0.54,61.0
UD0104,318.75,319.75,0.05,0.57,209.0
UD0104,319.75,320.75,0.24,2.21,589.0
UD0104,320.75,322.0,0.083,0.94,234.0
UD0104,322.0,323.25,2.06,25.13,784.0
UD0104,323.25,324.25,0.578,7.39,403.0
UD0104,324.25,325.25,1.51,15.52,279.0
UD0104,325.25,327.25,0.141,2.47,114.0
UD0104,327.25,329.26,0.039,0.44,16.0
UD0104,329.26,331.26,0.29,9.9,10.0
UD0104,331.26,333.27,0.02,0.6,47.0
UD0104,333.27,335.27,0.033,0.97,38.0
UD0104,335.27,337.28,0.03,1.49,35.0
UD0104,337.28,339.28,0.006,0.38,19.0
UD0104,339.28,341.29,0.011,0.92,9.0
UD0104,341.29,343.29,0.005,0.44,11.0
UD0104,343.29,345.3,0.009,0.38,31.0
UD0104,345.3,347.3,0.006,0.08,13.0
UD0104,347.3,349.31,0.031,0.29,21.0
UD0104,349.31,351.31,0.033,2.15,72.0
UD0104,351.31,353.32,0.022,0.51,44.0
UD0104,353.32,355.32,0.119,2.51,80.0
UD0104,355.32,357.32,0.014,0.24,96.0
UD0104,357.32,359.33,0.049,1.03,42.0
UD0104,359.33,361.33,0.012,0.57,49.0
UD0104,361.33,363.34,0.012,0.4,16.0
UD0104,363.34,365.34,0.013,0.61,24.0
UD0104,365.34,367.35,0.008,0.89,20.0
UD0104,367.35,369.35,0.016,0.42,25.0
UD0104,369.35,371.36,0.005,0.54,14.0
UD0104,371.36,373.36,0.014,0.21,37.0
UD0104,373.36,375.37,0.037,2.89,28.0
UD0104,375.37,377.37,0.005,1.03,9.0
UD0104,377.37,379.38,0.005,0.57,12.0
UD0104,379.38,381.38,0.006,0.19,13.0
UD0104,381.38,383.39,0.005,0.19,31.0
UD0104,383.39,385.39,0.056,1.41,125.0
UD0104,385.39,387.39,0.031,0.38,47.0
UD0104,387.39,389.4,0.005,0.07,8.0
UD0104,389.4,391.4,0.009,0.32,34.0
UD0104,391.4,393.41,0.005,0.77,20.0
UD0104,393.41,395.41,0.005,0.47,15.0
UD0104,395.41,397.42,0.01,1.25,86.0
UD0104,397.42,399.42,0.005,0.31,55.0
UD0104,399.42,401.43,0.028,1.66,72.0
UD0104,401.43,403.43,0.008,0.41,34.0
UD0104,403.43,405.44,0.009,0.59,72.0
UD0104,405.44,407.44,0.01,0.56,23.0
UD0104,407.44,409.45,0.035,1.08,99.0
UD0104,409.45,411.45,0.08,5.8,50.0
UD0104,411.45,413.46,0.028,0.56,55.0
UD0104,413.46,415.46,0.05,0.55,24.0
UD0104,415.46,417.47,0.234,5.94,60.0
UD0104,417.47,419.47,0.009,0.63,11.0
UD0104,419.47,421.47,0.185,4.71,25.0
UD0104,421.47,423.48,0.057,1.53,61.0
UD0104,423.48,425.48,0.031,0.53,36.0
UD0104,425.48,427.49,0.007,0.54,6.0
UD0104,427.49,429.49,0.025,1.68,47.0
UD0104,429.49,431.5,0.022,0.29,35.0
UD0104,431.5,433.5,0.014,0.39,18.0
UD0104,433.5,435.51,0.005,0.06,16.0
UD0104,435.51,437.51,0.044,1.74,16.0
UD0104,437.51,439.52,0.051,1.74,47.0
UD0104,439.52,441.52,0.129,3.33,148.0
UD0104,441.52,443.53,0.08,0.65,192.0
UD0104,443.53,445.53,0.009,0.21,4.0
UD0104,445.53,447.54,0.013,0.14,21.0
UD0104,447.54,449.54,0.005,0.19,12.0
UD0104,449.54,451.54,0.014,0.33,13.0
UD0104,451.54,453.55,0.018,0.98,10.0
UD0104,453.55,455.55,0.009,0.41,20.0
UD0104,455.55,457.56,0.018,0.69,40.0
UD0104,457.56,459.56,0.042,0.84,58.0
UD0104,459.56,461.57,0.052,1.77,41.0
UD0104,461.57,463.57,0.005,0.33,15.0
UD0104,463.57,465.58,0.037,0.29,24.0
UD0104,465.58,467.58,0.008,0.56,17.0
UD0104,467.58,469.59,0.005,1.15,19.0
UD0104,469.59,471.59,0.024,0.29,37.0
UD0104,471.59,473.6,0.017,0.54,11.0
UD0104,473.6,475.6,0.447,10.99,47.0
UD0105,61.0,63.01,0.16,4.25,11.0
UD0105,63.01,65.02,0.045,1.14,12.0
UD0105,65.02,67.03,0.007,0.97,16.0
UD0105,67.03,69.04,0.035,0.41,41.0
UD0105,69.04,71.05,0.006,0.31,28.0
UD0105,71.05,73.06,0.008,0.44,29.0
UD0105,73.06,75.07,0.025,0.59,22.0
UD0105,75.07,77.08,0.005,0.48,3.0
UD0105,77.08,79.09,0.012,0.71,48.0
UD0105,79.09,81.1,0.057,1.94,55.0
UD0105,81.1,83.11,0.017,0.56,21.0
UD0105,83.11,85.12,0.008,0.25,26.0
UD0105,85.12,87.13,0.008,0.33,17.0
UD0105,87.13,89.14,0.005,0.65,29.0
UD0105,89.14,91.15,0.009,0.32,11.0
UD0105,91.15,93.16,0.005,0.2,13.0
UD0105,93.16,95.17,0.005,1.08,22.0
UD0105,95.17,97.18,0.005,1.03,10.0
UD0105,97.18,99.19,0.035,2.17,42.0
UD0105,99.19,101.2,0.053,1.05,20.0
UD0105,101.2,103.21,0.009,0.21,20.0
UD0105,103.21,105.22,0.005,0.19,4.0
UD0105,105.22,107.23,0.007,0.34,14.0
UD0105,107.23,109.24,0.005,0.22,14.0
UD0105,109.24,111.25,0.007,0.16,38.0
UD0105,111.25,113.26,0.005,2.09,10.0
UD0105,113.26,115.27,0.043,0.73,13.0
UD0105,115.27,117.28,0.005,0.61,31.0
UD0105,117.28,119.29,0.012,0.23,7.0
UD0105,119.29,121.3,0.133,3.66,15.0
UD0105,121.3,123.31,0.015,1.07,12.0
UD0105,123.31,125.32,0.005,0.22,21.0
UD0105,125.32,127.33,0.006,0.14,31.0
UD0105,127.33,129.34,0.009,0.2,11.0
UD0105,129.34,131.35,0.013,0.15,22.0
UD0105,131.35,133.36,0.021,0.17,30.0
UD0105,133.36,135.38,0.005,0.35,39.0
UD0105,135.38,137.39,0.014,0.45,34.0
UD0105,137.39,139.4,0.005,0.19,4.0
UD0105,139.4,141.41,0.038,1.64,31.0
UD0105,141.41,143.42,0.014,0.29,16.0
UD0105,143.42,145.43,0.026,0.15,43.0
UD0105,145.43,147.44,0.131,3.04,26.0
UD0105,147.44,149.45,0.855,26.44,143.0
UD0105,149.45,151.46,0.085,1.08,50.0
UD0105,151.46,153.47,0.005,2.88,14.0
UD0105,153.47,155.48,0.059,2.58,86.0
UD0105,155.48,157.49,0.071,2.53,39.0
UD0105,157.49,159.5,0.106,6.56,34.0
UD0105,159.5,161.51,0.116,1.8,66.0
UD0105,161.51,163.52,0.005,0.4,19.0
UD0105,163.52,165.53,0.052,1.7,61.0
UD0105,165.53,167.54,0.017,1.74,18.0
UD0105,167.54,169.55,0.072,6.8,25.0
UD0105,169.55,171.56,0.19,8.74,28.0
UD0105,171.56,173.57,0.014,0.39,25.0
UD0105,173.57,175.58,0.015,0.21,19.0
UD0105,175.58,177.59,0.019,0.9,63.0
UD0105,177.59,179.6,0.009,0.28,25.0
UD0105,179.6,181.61,0.016,1.32,90.0
UD0105,181.61,183.62,0.005,0.19,12.0
UD0105,183.62,185.63,0.012,0.26,39.0
UD0105,185.63,187.64,0.011,0.38,76.0
UD0105,187.64,189.65,0.014,0.41,53.0
UD0105,189.65,191.66,0.005,0.26,39.0
UD0105,191.66,193.67,0.011,1.14,14.0
UD0105,193.67,195.68,0.005,0.77,13.0
UD0105,195.68,197.69,0.005,0.29,7.0
UD0105,197.69,199.7,0.014,0.32,34.0
UD0105,199.7,201.71,0.007,0.39,11.0
UD0105,201.71,203.72,0.005,0.6,24.0
UD0105,203.72,205.73,0.005,0.07,18.0
UD0105,205.73,207.74,0.013,0.46,12.0
UD0105,207.74,209.75,0.006,0.12,16.0
UD0105,209.75,210.75,0.224,2.04,194.0
UD0105,210.75,211.75,0.19,1.2,145.0
UD0105,211.75,212.75,1.984,19.34,554.0
UD0105,212.75,213.75,1.819,32.29,268.0
UD0105,213.75,214.75,0.232,1.65,258.0
UD0105,214.75,215.75,0.261,1.33,1368.0
UD0105,215.75,217.77,0.01,0.77,22.0
UD0105,217.77,219.79,0.009,0.28,36.0
UD0105,219.79,221.81,0.006,0.35,17.0
UD0105,221.81,223.84,0.062,1.44,33.0
UD0105,223.84,225.86,0.007,0.38,12.0
UD0105,225.86,227.88,0.005,2.03,5.0
UD0105,227.88,229.9,0.005,1.13,28.0
UD0105,229.9,231.92,0.012,1.36,17.0
UD0105,231.92,233.94,0.007,0.48,23.0
UD0105,233.94,235.96,0.032,0.56,47.0
UD0105,235.96,237.98,0.044,2.99,21.0
UD0105,237.98,240.01,0.101,3.12,95.0
UD0105,240.01,242.03,0.019,0.29,25.0
UD0105,242.03,244.05,0.005,0.18,26.0
UD0105,244.05,246.07,1.26,64.72,45.0
UD0105,246.07,248.09,0.005,0.19,7.0
UD0105,248.09,250.11,0.047,0.53,51.0
UD0105,250.11,252.13,0.039,0.36,95.0
UD0105,252.13,254.15,0.005,0.04,13.0
UD0105,254.15,256.18,0.005,0.27,14.0
UD0105,256.18,258.2,0.005,0.22,49.0
UD0105,258.2,260.22,0.022,0.57,82.0
UD0105,260.22,262.24,0.025,0.51,79.0
UD0105,262.24,264.26,0.01,1.36,8.0
UD0105,264.26,266.28,0.067,0.5,79.0
UD0105,266.28,268.3,0.013,0.44,31.0
UD0105,268.3,270.32,0.009,0.22,40.0
UD0105,270.32,272.35,0.013,0.35,11.0
UD0105,272.35,274.37,0.063,0.94,6.0
UD0105,274.37,276.39,0.175,3.0,54.0
UD0105,276.39,278.41,0.015,0.66,62.0
UD0105,278.41,280.43,0.021,0.18,37.0
UD0105,280.43,282.45,0.117,2.24,17.0
UD0105,282.45,284.47,0.014,1.71,13.0
UD0105,284.47,286.49,0.017,0.94,59.0
UD0105,286.49,288.52,0.005,1.87,22.0
UD0105,288.52,290.54,0.005,0.54,23.0
UD0105,290.54,292.56,0.012,0.63,24.0
UD0105,292.56,294.58,0.05,0.24,52.0
UD0105,294.58,296.6,0.014,0.2,32.0
UD0105,296.6,298.62,0.005,0.74,11.0
UD0105,298.62,300.64,0.005,0.67,11.0
UD0105,300.64,302.66,0.042,0.66,23.0
UD0105,302.66,304.69,0.125,0.95,27.0
UD0105,304.69,306.71,0.01,0.13,46.0
UD0106,76.5,78.49,0.005,0.33,18.0
UD0106,78.49,80.49,0.028,0.65,42.0
UD0106,80.49,82.48,0.016,0.86,14.0
UD0106,82.48,84.47,0.015,0.54,7.0
UD0106,84.47,86.47,0.051,3.06,47.0
UD0106,86.47,88.46,0.199,3.86,19.0
UD0106,88.46,90.46,0.015,0.2,14.0
UD0106,90.46,92.45,0.005,0.28,26.0
UD0106,92.45,94.44,0.014,0.26,42.0
UD0106,94.44,96.44,0.005,0.54,41.0
UD0106,96.44,98.43,0.005,0.33,59.0
UD0106,98.43,100.42,0.006,0.72,14.0
UD0106,100.42,102.42,0.005,0.57,4.0
UD0106,102.42,104.41,0.009,0.25,31.0
UD0106,104.41,106.4,0.038,0.68,23.0
UD0106,106.4,108.4,0.009,1.1,18.0
UD0106,108.4,110.39,0.14,2.31,47.0
UD0106,110.39,112.38,0.047,1.2,74.0
UD0106,112.38,114.38,0.011,0.26,39.0
UD0106,114.38,116.37,0.012,0.76,77.0
UD0106,116.37,118.37,0.096,2.83,54.0
UD0106,118.37,120.36,0.005,0.39,11.0
UD0106,120.36,122.35,0.005,0.49,5.0
UD0106,122.35,124.35,0.013,1.57,2.0
UD0106,124.35,126.34,0.026,1.55,9.0
UD0106,126.34,128.33,0.026,1.01,9.0
UD0106,128.33,130.33,0.005,0.21,3.0
UD0106,130.33,132.32,0.009,0.69,39.0
UD0106,132.32,134.31,0.005,0.68,42.0
UD0106,134.31,136.31,0.031,1.59,31.0
UD0106,136.31,138.3,0.006,0.37,32.0
UD0106,138.3,140.29,0.027,0.38,61.0
UD0106,140.29,142.29,0.071,2.06,70.0
UD0106,142.29,144.28,0.038,1.21,43.0
UD0106,144.28,146.28,0.011,0.07,60.0
UD0106,146.28,148.27,0.023,0.15,17.0
UD0106,148.27,150.26,0.005,0.06,9.0
UD0106,150.26,152.26,0.143,2.7,49.0
UD0106,152.26,154.25,0.005,0.42,28.0
UD0106,154.25,156.24,0.005,0.43,28.0
UD0106,156.24,158.24,0.006,0.35,9.0
UD0106,158.24,160.23,0.007,0.48,6.0
UD0106,160.23,162.22,0.005,0.41,12.0
UD0106,162.22,164.22,0.005,1.05,43.0
UD0106,164.22,166.21,0.008,1.01,72.0
UD0106,166.21,168.21,0.023,0.72,35.0
UD0106,168.21,170.2,0.005,0.84,23.0
UD0106,170.2,172.19,0.006,0.42,36.0
UD0106,172.19,174.19,0.037,2.58,44.0
UD0106,174.19,176.18,0.021,2.58,116.0
UD0106,176.18,178.17,0.009,1.12,24.0
UD0106,178.17,180.17,0.115,2.67,93.0
UD0106,180.17,182.16,0.092,1.02,38.0
UD0106,182.16,184.15,0.007,0.46,11.0
UD0106,184.15,186.15,0.007,0.47,5.0
UD0106,186.15,188.14,0.015,0.6,50.0
UD0106,188.14,190.13,0.008,0.23,57.0
UD0106,190.13,192.13,0.021,0.26,70.0
UD0106,192.13,194.12,0.019,0.44,27.0
UD0106,194.12,196.12,0.011,0.23,35.0
UD0106,196.12,198.11,0.005,0.74,59.0
UD0106,198.11,200.1,0.011,0.33,27.0
UD0106,200.1,202.1,0.034,0.19,65.0
UD0106,202.1,204.09,0.033,1.88,45.0
UD0106,204.09,206.08,0.027,1.79,36.0
UD0106,206.08,208.08,0.018,0.6,43.0
UD0106,208.08,210.07,0.026,1.31,137.0
UD0106,210.07,212.06,0.011,0.61,100.0
UD0106,212.06,214.06,0.005,0.17,52.0
UD0106,214.06,216.05,0.05,0.56,43.0
UD0106,216.05,218.04,0.014,0.64,19.0
UD0106,218.04,220.04,0.052,2.56,83.0
UD0106,220.04,222.03,0.319,10.03,235.0
UD0106,222.03,224.03,0.027,1.04,12.0
UD0106,224.03,226.02,0.014,0.06,19.0
UD0106,226.02,228.01,0.013,0.67,53.0
UD0106,228.01,230.01,0.007,0.42,14.0
UD0106,230.01,232.0,0.057,0.31,61.0
UD0106,232.0,233.99,0.005,0.42,16.0
UD0106,233.99,235.99,0.089,1.66,20.0
UD0106,235.99,237.98,0.019,0.57,35.0
UD0106,237.98,239.97,0.013,0.44,29.0
UD0106,239.97,241.97,0.011,0.74,37.0
UD0106,241.97,243.96,0.095,2.68,148.0
UD0106,243.96,245.96,0.012,0.35,30.0
UD0106,245.96,247.95,0.064,0.8,39.0
UD0106,247.95,249.94,0.019,0.49,28.0
UD0106,249.94,251.94,0.005,0.27,26.0
UD0106,251.94,253.93,0.029,2.7,36.0
UD0106,253.93,255.92,0.008,0.54,31.0
UD0106,255.92,257.92,0.005,0.19,41.0
UD0106,257.92,259.91,0.005,0.17,12.0
UD0106,259.91,261.9,0.005,0.06,46.0
UD0106,261.9,263.9,0.005,0.41,26.0
UD0106,263.9,265.89,0.005,1.18,18.0
UD0106,265.89,267.88,0.005,0.47,22.0
UD0106,267.88,269.88,0.006,0.18,13.0
UD0106,269.88,271.87,0.011,1.06,12.0
UD0106,271.87,273.87,0.013,1.06,19.0
UD0106,273.87,275.86,0.01,0.32,75.0
UD0106,275.86,277.85,0.089,2.03,22.0
UD0106,277.85,279.85,0.021,0.49,67.0
UD0106,279.85,281.84,0.025,0.28,19.0
UD0106,281.84,283.83,0.008,1.26,9.0
UD0106,283.83,285.83,0.014,1.57,11.0
UD0106,285.83,287.82,0.01,0.28,25.0
UD0106,287.82,289.81,0.064,1.34,23.0
UD0106,289.81,291.81,0.006,2.23,27.0
UD0106,291.81,293.8,0.005,0.37,5.0
UD0106,293.8,295.79,0.018,0.85,30.0
UD0106,295.79,297.79,0.005,0.49,12.0
UD0106,297.79,299.78,0.005,0.37,66.0
UD0106,299.78,301.78,0.006,0.08,47.0
UD0106,301.78,303.77,0.045,0.41,22.0
UD0106,303.77,305.76,0.005,0.24,15.0
UD0106,305.76,307.76,0.026,0.36,45.0
UD0106,307.76,309.75,0.005,1.45,13.0
UD0106,309.75,311.74,0.009,0.97,12.0
UD0106,311.74,313.74,0.026,0.62,17.0
UD0106,313.74,315.73,0.032,0.83,5.0
UD0106,315.73,317.72,0.005,0.16,41.0
UD0106,317.72,319.72,0.033,0.27,11.0
UD0106,319.72,321.71,0.005,0.22,15.0
UD0106,321.71,323.71,0.009,0.09,6.0
UD0106,323.71,325.7,0.009,0.06,7.0
UD0106,325.7,327.69,0.005,2.1,6.0
UD0106,327.69,329.69,0.023,3.71,21.0
UD0106,329.69,331.68,0.005,0.26,21.0
UD0106,331.68,333.67,0.005,0.18,46.0
UD0106,333.67,335.67,0.005,0.12,24.0
UD0106,335.67,337.66,0.005,0.21,35.0
UD0106,337.66,339.65,0.014,0.79,36.0
UD0106,339.65,341.65,0.005,1.06,18.0
UD0106,341.65,343.64,0.034,0.73,17.0
UD0106,343.64,345.63,0.01,0.2,35.0
UD0106,345.63,347.63,0.005,0.67,30.0
UD0106,347.63,349.62,0.007,0.31,35.0
UD0106,349.62,351.62,0.01,0.35,36.0
UD0106,351.62,353.61,0.011,0.75,25.0
UD0106,353.61,355.6,0.005,0.43,7.0
UD0106,355.6,357.6,0.035,0.94,15.0
UD0106,357.6,359.59,0.01,0.98,15.0
UD0106,359.59,361.58,0.024,2.54,26.0
UD0106,361.58,363.58,0.008,0.71,17.0
UD0106,363.58,365.57,0.025,0.35,13.0
UD0106,365.57,367.56,0.029,0.6,46.0
UD0106,367.56,369.56,0.005,0.22,38.0
UD0106,369.56,371.55,0.006,0.19,9.0
UD0106,371.55,373.54,0.022,0.89,38.0
UD0106,373.54,375.54,0.014,0.44,28.0
UD0106,375.54,377.53,0.006,0.24,29.0
UD0106,377.53,379.53,0.01,1.22,27.0
UD0106,379.53,381.52,0.046,1.53,74.0
UD0106,381.52,383.51,0.005,0.37,44.0
UD0106,383.51,385.51,0.019,1.13,214.0
UD0106,385.51,387.5,0.006,0.3,24.0
UD0106,387.5,388.38,2.072,66.93,928.0
UD0106,388.38,389.25,1.042,17.39,1358.0
UD0106,389.25,390.12,2.178,8.06,176.0
UD0106,390.12,391.0,18.045,227.52,346.0
UD0106,391.0,392.0,0.407,3.14,194.0
UD0106,392.0,393.0,0.091,1.06,248.0
UD0106,393.0,394.99,0.005,0.4,37.0
UD0106,394.99,396.98,0.104,1.08,33.0
UD0106,396.98,398.96,0.012,0.66,9.0
UD0106,398.96,400.95,0.005,3.17,71.0
UD0106,400.95,402.94,0.005,0.47,2.0
UD0106,402.94,404.93,0.005,0.19,5.0
UD0106,404.93,406.91,0.005,0.37,8.0
UD0106,406.91,408.9,0.007,0.25,24.0
UD0106,408.9,410.89,0.035,0.58,30.0
UD0106,410.89,412.88,0.03,1.27,25.0
UD0106,412.88,414.86,0.005,0.27,3.0
UD0106,414.86,416.85,0.005,1.21,9.0
UD0106,416.85,418.84,0.026,1.14,82.0
UD0106,418.84,420.83,0.016,0.26,64.0
UD0106,420.83,422.81,0.08,1.89,47.0
UD0106,422.81,424.8,0.005,0.54,15.0
UD0106,424.8,426.79,0.005,0.18,51.0
UD0106,426.79,428.78,0.038,0.41,77.0
UD0106,428.78,430.76,0.005,0.29,53.0
UD0106,430.76,432.75,0.005,0.16,12.0
UD0106,432.75,434.74,0.054,7.3,41.0
UD0106,434.74,436.73,0.018,1.93,7.0
UD0106,436.73,438.71,0.022,0.43,20.0
UD0106,438.71,440.7,0.208,10.02,35.0
UD0106,440.7,442.69,0.005,0.36,12.0
UD0106,442.69,444.68,0.005,0.31,4.0
UD0106,444.68,446.67,0.008,0.16,33.0
UD0106,446.67,448.65,0.005,0.21,26.0
UD0106,448.65,450.64,0.005,1.59,10.0
UD0106,450.64,452.63,0.005,0.29,8.0
UD0106,452.63,454.62,0.012,1.51,45.0
UD0106,454.62,456.6,0.013,1.19,16.0
UD0106,456.6,458.59,0.005,0.07,8.0
UD0106,458.59,460.58,0.018,0.66,54.0
UD0106,460.58,462.57,0.005,0.37,21.0
UD0106,462.57,464.55,0.005,0.29,19.0
UD0106,464.55,466.54,0.047,0.83,39.0
UD0106,466.54,468.53,0.066,1.88,79.0
UD0106,468.53,470.52,0.023,0.9,80.0
UD0106,470.52,472.5,0.05,0.37,99.0
UD0106,472.5,474.49,0.009,0.35,17.0
UD0106,474.49,476.48,0.044,0.95,53.0
UD0106,476.48,478.47,0.018,1.17,26.0
UD0106,478.47,480.45,0.005,0.15,21.0
UD0106,480.45,482.44,0.028,0.84,56.0
UD0106,482.44,484.43,0.005,0.54,29.0
UD0106,484.43,486.42,0.009,0.89,66.0
UD0106,486.42,488.41,0.114,4.05,191.0
UD0106,488.41,490.39,0.008,0.46,14.0
UD0106,490.39,492.38,0.06,2.99,55.0
UD0106,492.38,494.37,0.005,0.62,18.0
UD0106,494.37,496.36,0.013,0.23,35.0
UD0106,496.36,498.34,0.008,0.52,40.0
UD0106,498.34,500.33,0.016,0.87,71.0
UD0106,500.33,502.32,0.057,0.76,68.0
UD0106,502.32,504.31,0.006,1.01,10.0
UD0106,504.31,506.29,0.035,0.56,42.0
UD0106,506.29,508.28,0.046,0.28,24.0
UD0106,508.28,510.27,0.038,0.92,51.0
UD0106,510.27,512.26,0.095,1.23,90.0
UD0106,512.26,514.24,0.037,0.81,59.0
UD0106,514.24,516.23,0.005,0.1,27.0
UD0106,516.23,518.22,0.005,1.06,37.0
UD0106,518.22,520.21,0.005,0.66,22.0
UD0106,520.21,522.19,0.014,0.45,175.0
UD0106,522.19,524.18,0.015,0.33,29.0
UD0106,524.18,526.17,0.005,0.72,10.0
UD0106,526.17,528.16,0.017,1.39,7.0
UD0106,528.16,530.14,0.008,0.49,22.0
UD0106,530.14,532.13,0.005,0.43,15.0
UD0107,72.0,73.99,0.005,0.27,37.0
UD0107,73.99,75.99,0.034,0.73,94.0
UD0107,75.99,77.98,0.005,1.23,10.0
UD0107,77.98,79.98,0.097,13.45,35.0
UD0107,79.98,81.97,0.137,2.0,33.0
UD0107,81.97,83.96,0.016,0.32,28.0
UD0107,83.96,85.96,0.034,0.84,20.0
UD0107,85.96,87.95,0.009,0.97,13.0
UD0107,87.95,89.95,0.014,3.07,43.0
UD0107,89.95,91.94,0.012,0.17,36.0
UD0107,91.94,93.93,0.005,0.24,15.0
UD0107,93.93,95.93,0.038,2.11,58.0
UD0107,95.93,97.92,0.15,2.04,63.0
UD0107,97.92,99.92,0.008,0.25,39.0
UD0107,99.92,101.91,0.013,0.32,45.0
UD0107,101.91,103.9,0.063,0.74,55.0
UD0107,103.9,105.9,0.019,0.19,152.0
UD0107,105.9,107.89,0.005,0.73,63.0
UD0107,107.89,109.89,0.025,0.69,73.0
UD0107,109.89,111.88,0.005,0.66,10.0
UD0107,111.88,113.88,0.005,0.69,14.0
UD0107,113.88,115.87,0.005,0.17,12.0
UD0107,115.87,117.86,0.014,0.81,78.0
UD0107,117.86,119.86,0.005,0.64,7.0
UD0107,119.86,121.85,0.016,0.35,21.0
UD0107,121.85,123.85,0.033,0.63,44.0
UD0107,123.85,125.84,0.072,0.66,36.0
UD0107,125.84,127.83,0.08,2.38,43.0
UD0107,127.83,129.83,0.005,0.46,13.0
UD0107,129.83,131.82,0.005,0.16,9.0
UD0107,131.82,133.82,0.061,0.27,13.0
UD0107,133.82,135.81,0.007,0.31,19.0
UD0107,135.81,137.8,0.033,0.58,24.0
